text,label,cleaned_text
Saeima varētu sniegt viesizrādes atjaunotajā cirka ēkā.,-1,saeima varētu sniegt viesizrādes atjaunotajā cirka ēkā
"Valdība: ceļam % lai cilvēki neņemtu kredītus,un neceltu inflāciju. 

Arī valdība: Kāpēc bankas nedod kredītus viesiem ar pulsu?!!?",-1,valdība ceļam cilvēki neņemtu kredītus neceltu inflāciju valdība kāpēc bankas nedod kredītus viesiem pulsu
"Saeimā šodien otrajā lasījumā atbalstīja grozījumus, ar kuriem plānots noteikt, ka tabakas izstrādājumus, aizstājējproduktus, augu smēķēšanas produktus un elektroniskās smēķēšanas ierīces būs aizliegts pārdot personām, kuras ir jaunākas par 20 gadiem. lsm.lv/raksts/zinas/latvija/…",0,saeimā šodien otrajā lasījumā atbalstīja grozījumus kuriem plānots noteikt tabakas izstrādājumus aizstājējproduktus augu smēķēšanas produktus elektroniskās smēķēšanas ierīces aizliegts pārdot personām kuras jaunākas gadiem
"Vai mums vispār ir nacionàla eiropeiska valdība? Kā šādi Ventspilī bāzēti uzņēmēji ar savu ""Pobeda"" var  brutāli ignorēt mūsu valsts nostāju un atbalstīt krievijas agresiju?",-1,mums vispār nacionàla eiropeiska valdība šādi ventspilī bāzēti uzņēmēji savu pobeda brutāli ignorēt mūsu valsts nostāju atbalstīt krievijas agresiju
"Latlapsas mīļotāji! Ja visa bijusī psrs čekas armija strādā, lai caur it kā vienu vārdu iznīcinātu Latviju, tad braši uz priekšu, ievēliet latlapsaino valdībā un iegūsiet it kā naivā ulmaņkārļa slavu, Jūs, Latvijas iznīcinātāji!",-1,latlapsas mīļotāji visa bijusī psrs čekas armija strādā vienu vārdu iznīcinātu latviju braši priekšu ievēliet latlapsaino valdībā iegūsiet naivā ulmaņkārļa slavu jūs latvijas iznīcinātāji
"Sapratāt, kas pārstāv LTV, LR, IR, Ru:Baltica Saeimā un kuras partijas savukārt atbalsta šie propagandas rupori?",-1,sapratāt kas pārstāv ltv lr ru baltica saeimā kuras partijas savukārt atbalsta šie propagandas rupori
"Kāda politiskā nācija? Cik daudz Latvijas krievu ir publiski iestājušies pret LKS, Saskaņu un citiem ar krievu pasauli saistītajiem naida kurinàtājiem ? Tieši otrādi, Saeimā tiek ievēlēti jauni pro kremliskie spēki Stabilitātei un LPV, kamēr tā turpināsies, nekāda nācija nesanāks",-1,kāda politiskā nācija cik daudz latvijas krievu publiski iestājušies lks saskaņu citiem krievu pasauli saistītajiem naida kurinàtājiem tieši otrādi saeimā ievēlēti jauni pro kremliskie spēki stabilitātei lpv turpināsies nekāda nācija nesanāks
Rašisti Saeimā apkalpo Kremļa intereses.,-1,rašisti saeimā apkalpo kremļa intereses
".@ugunsdzeseji drīkstēs apturēt būves ekspluatāciju, ja trīs reizes nebūs nodrošināta ugunsdrošības pārbaude. To paredz Saeimā galīgajā lasījumā atbalstītie grozījumi Ugunsdrošības un ugunsdzēsības likumā. lsm.lv/raksts/zinas/latvija/…",0,drīkstēs apturēt būves ekspluatāciju trīs reizes nebūs nodrošināta ugunsdrošības pārbaude to paredz saeimā galīgajā lasījumā atbalstītie grozījumi ugunsdrošības ugunsdzēsības likumā
"Šodien @Jekaba11  1.lasījumā atbalstījām grozījumus, kas nosaka priekšvēlēšanu aģitāciju valsts valodā. Veikt aģitāciju krievu valodā Latvijas pilsoņiem nav pieņemami Eiropas Savienībā. Padomju mantojums nav jāturpina. #Saeima #Vēlēšanas",1,šodien lasījumā atbalstījām grozījumus kas nosaka priekšvēlēšanu aģitāciju valsts valodā veikt aģitāciju krievu valodā latvijas pilsoņiem nav pieņemami eiropas savienībā padomju mantojums nav jāturpina
Atbild Lembergs: Vai Latvijas valdībā un Saeimā ir kremļa aģenti?,-1,atbild lembergs latvijas valdībā saeimā kremļa aģenti
"""Katra no partijām – opozīcija vai koalīcija, un pat tās partijas, kas neiekļuva Saeimā – veselību sauc par acīmredzamu prioritāti, kam sekos nauda. Koalīcijai tas ir: apsolu šodien, lai aizmirstu rītdien."" - @Briskens",-1,katra partijām opozīcija koalīcija tās partijas kas neiekļuva saeimā veselību sauc acīmredzamu prioritāti kam sekos nauda koalīcijai tas apsolu šodien aizmirstu rītdien
"Nav viņi tirliņi.
Viņu vecāki aizmuka no Latvijas nabadzības, kad te minimālā alga bija 100 lati.
Un tas nav daudz mazāk kā tagadējie 620€, ņemot vērā pagājušo laiku.
Turpat vien esam, tikai valdība vēl stulbāka, un nesaprot to.",-1,nav viņi tirliņi viņu vecāki aizmuka latvijas nabadzības kad minimālā alga lati tas nav daudz mazāk tagadējie ņemot vērā pagājušo laiku turpat valdība vēl stulbāka nesaprot to
"Nebūt nē! Pat Satversmes Tiesai nav pilnvarojuma mainīt Satversmi! Brīnos, ka jurists nezina tik elementāru lietu. Satversmi var mainīt tikai Saeima ar laikam 2/3 balsu, vai Tautas nobalsošanas rezultātā. Citu variantu NAV!",-1,satversmes tiesai nav pilnvarojuma mainīt satversmi brīnos jurists nezina elementāru lietu satversmi mainīt saeima laikam balsu tautas nobalsošanas rezultātā citu variantu nav
"Jēziņ, @Jekaba11 izsludināts pārtraukums , bet 03:10 atsāks. Ko mēs esam ievēlējuši? Lai veselības budžetu, kurš klaji nepietiekošs, pieņemtu naktī, kad neviens neredz, nedzird. Kas tas par darbu- naktī. #budžets2023 #Saeima",-1,jēziņ izsludināts pārtraukums atsāks ko mēs ievēlējuši veselības budžetu kurš klaji nepietiekošs pieņemtu naktī kad neviens neredz nedzird kas tas darbu naktī
"Saeimā viņa būtu nokļuvusi arī bez melošanas. Viņas elektorātam izglītība vai darba pieredze ir pie vienas vietas. Kādam tik kauns par tik augsta līmeņa deputāru vienkārši bija, tāpēc piemeloja. Jēga tik nekāda, tik kā papīrus piesmērēja.",-1,saeimā viņa būtu nokļuvusi melošanas viņas elektorātam izglītība darba pieredze vienas vietas kādam kauns augsta līmeņa deputāru vienkārši piemeloja jēga nekāda papīrus piesmērēja
"Tikmēr Kariņa valdība nelēpjoties apkalpo putina orkus Mordašovu, Avenu, Mazepinu, Bokarevu, Mahmudovu, kuri pat saņem finansējumu Eiropas Savienības (ES) grantu veidā, ko sadala Latvijas iestādes.
 Aktrise ir tikai orku aisberga redzamā daļa.
puaro.lv/kars/the-insider-ar…",-1,tikmēr kariņa valdība nelēpjoties apkalpo putina orkus mordašovu avenu mazepinu bokarevu mahmudovu kuri saņem finansējumu eiropas savienības es grantu veidā ko sadala latvijas iestādes aktrise orku aisberga redzamā daļa
"🇺🇦 14. martā valdība atbalstīja @tieslietas iniciatīvu no valsts budžeta neparedzētiem līdzekļiem novirzīt 200 000€ Starptautiskajai Krimināltiesai kapacitātes stiprināšanai, lai pēc iespējas ātri un efektīvi veiktu kara noziegumu izmeklēšanu Ukrainā. 

➡️tm.gov.lv/lv/jaunums/latvija…",1,martā valdība atbalstīja iniciatīvu valsts budžeta neparedzētiem līdzekļiem novirzīt starptautiskajai krimināltiesai kapacitātes stiprināšanai iespējas ātri efektīvi veiktu kara noziegumu izmeklēšanu ukrainā
"Dānija izveidos septiņu miljardu kronu (aptuveni miljardu eiro) lielu fondu palīdzībai Ukrainai 2023. gadā, šodien paziņojusi Dānijas valdība.

Projektu atbalstīja 159 no 179 parlamenta locekļiem.",1,dānija izveidos septiņu miljardu kronu aptuveni miljardu eiro lielu fondu palīdzībai ukrainai gadā šodien paziņojusi dānijas valdība projektu atbalstīja parlamenta locekļiem
"Saeima noraidīja priekšlikumu banku un energokompāniju lielās peļņas daļiņu piešķirt veselības aprūpes sistēmai.
1. Vai tas ir normāli, ka ATTURAS balsot 50 deputāti? PUSE no 100 🙄 
2. Kāpēc bankas ir ,,neaizskaramas,,? Kāpēc nevar rekordaugsto banku peļņu aplikt ar līdz pat 60%",-1,saeima noraidīja priekšlikumu banku energokompāniju lielās peļņas daļiņu piešķirt veselības aprūpes sistēmai tas normāli atturas balsot deputāti puse kāpēc bankas neaizskaramas kāpēc nevar rekordaugsto banku peļņu aplikt
"Man nebūtu iebildumu, ja šī nauda tiktu tērēta efektīvi. Man kā rīdziniekam nav iebildumu, ka citiem tiek šī nauda no Rīgas. Tas ka citiem ir labi nav problēma.
Nelaime ir tajā, ka Rīgai naudas nepietiek. Mani kā rīdzinieku interesē, lai valdība atrisina šo problēmu. Vienalga kā.",-1,man nebūtu iebildumu šī nauda tiktu tērēta efektīvi man rīdziniekam nav iebildumu citiem šī nauda rīgas tas citiem labi nav problēma nelaime tajā rīgai naudas nepietiek mani rīdzinieku interesē valdība atrisina šo problēmu vienalga
"Filips Rajevskis: Tad, kad tu strādā savās interesēs, tev nekad naudas nav pietiekami. Šī domāšanas maiņa ir tā, kas ir nepieciešama. Vai šī valdība to var panākt, redzēsim pēc četriem gadiem, to nevar izdarīt dienas laikā. [2/2]",-1,filips rajevskis kad tu strādā savās interesēs tev nekad naudas nav pietiekami šī domāšanas maiņa kas nepieciešama šī valdība to panākt redzēsim četriem gadiem to nevar izdarīt dienas laikā
"Kāpēc nečakarēt, ja Satiksmes ministrijā un valdībā šim to atļauj darīt.",-1,kāpēc nečakarēt satiksmes ministrijā valdībā šim to atļauj darīt
"Varbūt mazai valstij arī valdība nav vajadzīga? To jau mums teica, kad centāmies izrauties no PSRS",-1,varbūt mazai valstij valdība nav vajadzīga to mums teica kad centāmies izrauties psrs
"Valstij trūkst naudas. Nevar visas vajadzības nodrošināt. Tikai valsts amatpersonu atalgojuma reformai finanses pietiek. Vienīgais, kas ir jāzina - valdība neļauj vienkārši normāli strādāt, pelnīt un maksāt nodokļus. Nepārtraukta nodokļu grozīšana.
is.gd/cyGQo3",-1,valstij trūkst naudas nevar visas vajadzības nodrošināt valsts amatpersonu atalgojuma reformai finanses pietiek vienīgais kas jāzina valdība neļauj vienkārši normāli strādāt pelnīt maksāt nodokļus nepārtraukta nodokļu grozīšana is gd cygqo
"Skolas valdība:
Beidzot izremontēt tualetes kabīnes, kas izskatas kā redzējušas abus pasaules karus🚫
Pilnībā samainīt grīdas segumu sporta zālē, lai gan iepriekšējais nevienam netraucēja✅",-1,skolas valdība beidzot izremontēt tualetes kabīnes kas izskatas redzējušas abus pasaules karus pilnībā samainīt grīdas segumu sporta zālē iepriekšējais nevienam netraucēja
".@EdmundsJurevics šorīt Saeimā ļoti sakarīga runa, kāpēc Latvijas parlamentā nav vajadzīgi aizklāti balsojumi par amatpersonām, t.sk. prezidentu. LPV bija sagribējies tirgu ""kurš sola vairāk"" atjaunot. saeima.lv/steno/Saeima14/Ska…",1,šorīt saeimā ļoti sakarīga runa kāpēc latvijas parlamentā nav vajadzīgi aizklāti balsojumi amatpersonām t sk prezidentu lpv sagribējies tirgu kurš sola vairāk atjaunot
"#Manabalss iesniegta iniciatīva - Atzīt par derīgām uzturēšanās atļauju saņemšanai arī līdz 01.02.2001. izsniegtās apliecības par valsts valodas apguvi.

Kāpēc? 22 gados tak būs valodu tik nostiprinājuši, ja nebūs ""veco"" apliecību nopircis ...
#Saeima @IeM_gov_lv",-1,iesniegta iniciatīva atzīt derīgām uzturēšanās atļauju saņemšanai izsniegtās apliecības valsts valodas apguvi kāpēc gados valodu nostiprinājuši nebūs veco apliecību nopircis gov lv
"Mēs jau sen savācām parakstus, lai Saeimā notiktu balsojums par LKS aizliegšanu. Kāpēc tas netiek darīts?",-1,mēs sen savācām parakstus saeimā notiktu balsojums lks aizliegšanu kāpēc tas netiek darīts
"Moldovas ārlietu ministrs Niku Popesku intervijā LTV stāsta, ka Moldovas valdība ir apņēmības pilna panākt kontroles atjaunošanu Piedņestras reģionā un Krievijas karaspēka izvešanu, bet šis jautājums tiek risināts sarunu un diplomātijas ceļā. lsm.lv/raksts/zinas/arzemes/…",0,moldovas ārlietu ministrs niku popesku intervijā ltv stāsta moldovas valdība apņēmības pilna panākt kontroles atjaunošanu piedņestras reģionā krievijas karaspēka izvešanu šis jautājums risināts sarunu diplomātijas ceļā
"Noskatoties KNL, man nekļuva skaidrs nekas par mediju apvienošanu, taču guvu pilnīgu pārliecību - ja Saeima domā taisīt fotogrāfijas pie Mārītes foto, tad naudas savākšanu var uzticēt Ievai Brantei.",-1,noskatoties knl man nekļuva skaidrs nekas mediju apvienošanu guvu pilnīgu pārliecību saeima domā taisīt fotogrāfijas mārītes foto naudas savākšanu uzticēt ievai brantei
Mūsu sabiedrībai jāizaug no populisma un tad varbūt varēs domāt par tautas vēlētu prezidentu.Pietiek jau ar brīnumiem Saeimā,-1,mūsu sabiedrībai jāizaug populisma varbūt domāt tautas vēlētu prezidentu pietiek brīnumiem saeimā
"Saeimā šodien atbalstīja grozījumus, ar kuriem plānots noteikt, ka tabakas izstrādājumus, aizstājējproduktus, augu smēķēšanas produktus, elektroniskās smēķēšanas ierīces un uzpildes tvertnes būs aizliegts pārdot personām, kuras ir jaunākas par 20 gadiem.
 diena.lv/raksts/latvija/zina…",0,saeimā šodien atbalstīja grozījumus kuriem plānots noteikt tabakas izstrādājumus aizstājējproduktus augu smēķēšanas produktus elektroniskās smēķēšanas ierīces uzpildes tvertnes aizliegts pārdot personām kuras jaunākas gadiem
"Par futbola stadionu, iespējams, uzrakstīšu viedokļrakstu. Tā kā @Olafs_Pulks un @VadimsLasenko  aicināja rakstiski iesniegt jautājumus, tad apmēram 30 min laikā uzrakstīju 14 jautājumus. Pat neieslīgstot kaut kādās sīkās detaļās. Bet Olafs uzskata, ka Saeimā visu jau atbildēja.",-1,futbola stadionu iespējams uzrakstīšu viedokļrakstu pulks aicināja rakstiski iesniegt jautājumus apmēram min laikā uzrakstīju jautājumus neieslīgstot kādās sīkās detaļās olafs uzskata saeimā visu atbildēja
"Agrs, agrs rīts. Rīgā nozibsnī savāda gaisma, atskan kluss pērkons. Saeimā turpinās budžeta izskatīšana. Šķiet, ka neviens nav piedzēries. Vismaz tribīnē nē.",-1,agrs agrs rīts rīgā nozibsnī savāda gaisma atskan kluss pērkons saeimā turpinās budžeta izskatīšana šķiet neviens nav piedzēries vismaz tribīnē
"Ašeradens skaidri norāda, ka rīcības iniciatīva nāk no izpildvaras. Pilsoņu vēlētā Saeima ir kļuvusi par izpildvaras  lēmumu formalizētāju.

Varas dalīšanas princips ir kancelēts.",-1,ašeradens skaidri norāda rīcības iniciatīva nāk izpildvaras pilsoņu vēlētā saeima kļuvusi izpildvaras lēmumu formalizētāju varas dalīšanas princips kancelēts
"Runājot par Saeimas budžeta sēdi bieži tiek pieminēts un apspriests tās ilgums. Man liekas, tas nav īpaši svarīgi.
Svarīgi, vai Saeima izpilda savu uzdevumu un nepieciešamības gadījumā labo valdības pieļautās kļūdas. 
Šī budžeta kļūda ir nepietiekamais finansējums veselībai.",-1,runājot saeimas budžeta sēdi bieži pieminēts apspriests tās ilgums man liekas tas nav īpaši svarīgi svarīgi saeima izpilda savu uzdevumu nepieciešamības gadījumā labo valdības pieļautās kļūdas šī budžeta kļūda nepietiekamais finansējums veselībai
"Rīt Saeimā tiks skatīts, pieņemts 2023. gada Valsts budžets. Šajā gadā valdība paredzējusi nomērdēt veselības aprūpi, tās pieejamību visiem, jo piešķirtais finansējums veselības nozarei ir kritiski zems.



Pievienojies pie Saeimas jau rīt!
fb.me/e/6Kj9GwEje",1,rīt saeimā skatīts pieņemts gada valsts budžets šajā gadā valdība paredzējusi nomērdēt veselības aprūpi tās pieejamību visiem piešķirtais finansējums veselības nozarei kritiski zems pievienojies saeimas rīt
"Slims cilvēks , ko tur teikt , bet man ir jautājumi, kā šī persona varēja nonākt Saeimā,kas te LV notiek?",-1,slims cilvēks ko tur teikt man jautājumi šī persona nonākt saeimā kas lv notiek
"Tas notiek, kad reizē sakrīt 100% atkarība no krievu gāzes, ne pārāk kompetenta valdība un lielo valsts uzņēmumu alkatība un sabiedrība, kas ir pasīva un to visu pieņem",-1,tas notiek kad reizē sakrīt atkarība krievu gāzes pārāk kompetenta valdība lielo valsts uzņēmumu alkatība sabiedrība kas pasīva to visu pieņem
"Rīgas pilsētas tiesa Pārdaugava šodien 14.Saeimā ievēlētajai deputātei Glorijai Grevcovai (Stabilitātei), kura apsūdzēta par nepatiesu ziņu sniegšanu Centrālajai vēlēšanu komisijai (CVK), piespriedusi sabiedrisko darbu 160 stundu apmērā

diena.lv/raksts/latvija/zina…",0,rīgas pilsētas tiesa pārdaugava šodien saeimā ievēlētajai deputātei glorijai grevcovai stabilitātei kura apsūdzēta nepatiesu ziņu sniegšanu centrālajai vēlēšanu komisijai cvk piespriedusi sabiedrisko darbu stundu apmērā
"Vācijā valdība savā pārziņā bija pārņēmusi 2 Rosņeft meitas uzņēmumus. Rosņeft par to iesniedza prasību tiesā. Otrdien Vācijas Augstākā administratīvā tiesa noraidīja Rosņeft prasību. Enerģijas drošības likuma 17. § valdībai tādas tiesības deva, ja pastāvēja konkrētas briesmas.",0,vācijā valdība savā pārziņā pārņēmusi rosņeft meitas uzņēmumus rosņeft to iesniedza prasību tiesā otrdien vācijas augstākā administratīvā tiesa noraidīja rosņeft prasību enerģijas drošības likuma valdībai tādas tiesības deva pastāvēja konkrētas briesmas
"Un nevienlīdzības pieaugumam: ja ar lauku skolās iegūtajiem rezultātiem nevar iegūt budžeta vietu augstskolā vai pat vispār iestāties (ceru, ka iestāties vidusskolā tomēr var), tad tikai savu pagastveču un viņu lobija Saeimā un MK dēļ šie bērni ir nolemti nabadzībai.",-1,nevienlīdzības pieaugumam lauku skolās iegūtajiem rezultātiem nevar iegūt budžeta vietu augstskolā vispār iestāties ceru iestāties vidusskolā savu pagastveču viņu lobija saeimā mk šie bērni nolemti nabadzībai
"Reirs bija visvairāk svītrotais kadrs JV, bet tomēr pamanījās ieperināties Saeimā, tāpēc viņš grib būt iztapīgs, arī rašistiem.",-1,reirs visvairāk svītrotais kadrs jv pamanījās ieperināties saeimā viņš grib iztapīgs rašistiem
"Esiet uzmanīgi @AndrisBite, @KasparsGorkss, tikai taustāmiem darbiem ir nozīme (pieņemti likumi Saeimā, pārbirokrātizācijas ārstēšana MK, uzsākti ES/RRF fondu projekti). Ar 2023.g budžetu sanāca feilers, lai gan bija laiks tur “iemest” kādu labu lietu. FM nodokļos negribēs neko mainīt: bija tāda Zakatistova nodokļu grupa, daudz darba ielikām, sausais atlikums 0.

m.db.lv/zinas/ar-esosajiem-v…",-1,esiet uzmanīgi taustāmiem darbiem nozīme pieņemti likumi saeimā pārbirokrātizācijas ārstēšana mk uzsākti es rrf fondu projekti g budžetu sanāca feilers laiks tur iemest kādu labu lietu fm nodokļos negribēs neko mainīt tāda zakatistova nodokļu grupa daudz darba ielikām sausais atlikums
"""Valdība 100 dienās spējusi parādīt ka darbs pozitīvi atšķiras,"" raidījumā #ZiņuTOP valdības darbu vērtē Latvijas Republikas Saeima priekšsēdētāja biedre (@Jauna_Vienotiba) @ZKLukasevica, uzsverot, ka šajā valdībā populistu partijas nav.",1,valdība dienās spējusi parādīt darbs pozitīvi atšķiras raidījumā valdības darbu vērtē latvijas republikas saeima priekšsēdētāja biedre vienotiba uzsverot šajā valdībā populistu partijas nav
"“Fakts, ka, pieņemot budžetu, Saeima neievēro likumus un citus normatīvos aktus, met tumšu ēnu uz likumdošanas praksi valstī. Saeimai un Ministru kabinetam vajadzētu rādīt piemēru sabiedrībai ne tikai pieņemot, bet arī izpildot pieņemtos likumus."" - @suvajevs (2/🧵)",-1,fakts pieņemot budžetu saeima neievēro likumus citus normatīvos aktus met tumšu ēnu likumdošanas praksi valstī saeimai ministru kabinetam vajadzētu rādīt piemēru sabiedrībai pieņemot izpildot pieņemtos likumus
"Vienmēr pārsteidz bļaujošie NA biedri par stulbumu ""sabmedijos"" saistība ar krievu valodu: jūs Saeimā opozīcijā sēžat? Pankūkas jūs esast nevis nacionāli noskaņoti deputāti.",-1,vienmēr pārsteidz bļaujošie na biedri stulbumu sabmedijos saistība krievu valodu jūs saeimā opozīcijā sēžat pankūkas jūs esast nacionāli noskaņoti deputāti
"Nuuu ja saeimā nevar pīpēt sorry, es pamestu darbu. Ka to sudu citādāk izturēt. Nepīpētāji vnk nesaprot kas vispār notiek, tāpēc jau nepīpē... Satraukumam nav pamata",-1,nuuu saeimā nevar pīpēt sorry es pamestu darbu to sudu citādāk izturēt nepīpētāji vnk nesaprot kas vispār notiek nepīpē satraukumam nav pamata
"Koalīcija ir vienisprātis, ka prasība saimnieciskās darbības veicējiem nodokļus maksāt avansā ir jāatceļ, un jau šonedēļ plānots šādu priekšlikumu izskatīt Saeimā. Tāpēc pašnodarbinātos aicina nemaksāt pirmo avansu. lsm.lv/raksts/zinas/ekonomik…",0,koalīcija vienisprātis prasība saimnieciskās darbības veicējiem nodokļus maksāt avansā jāatceļ šonedēļ plānots šādu priekšlikumu izskatīt saeimā pašnodarbinātos aicina nemaksāt pirmo avansu
"Nebeidz fascinēt partijas, kuras lielās ""mūsu pašvaldībā pedagogu algām atvēlēts X% vairāk budžeta"", lai gan pašvaldība šo nelemj, valdība pašvaldībai piešķir mērķētu naudu ko nekam citam tērēt nevar.
Šādi deputāti teksti ir ekvivalents ""Labdien, vēlētāj! Manuprāt, tu esi stulbs""",-1,nebeidz fascinēt partijas kuras lielās mūsu pašvaldībā pedagogu algām atvēlēts x vairāk budžeta pašvaldība šo nelemj valdība pašvaldībai piešķir mērķētu naudu ko nekam citam tērēt nevar šādi deputāti teksti ekvivalents labdien vēlētāj manuprāt tu stulbs
"Bet valdība rīkojās taisni otrādi – valsts pārvaldes izdevumus palielināja, dibinot jaunu ministriju. Ko tad tāda divkosība?",-1,valdība rīkojās taisni otrādi valsts pārvaldes izdevumus palielināja dibinot jaunu ministriju ko tāda divkosība
"Grozies kā gribi, bet nav kaut kas kārtībā ar mūsu ārlietām.
Nu kā piemēram tāds tips kā Brēmanis varēja tur strādāt.
Bet labi, ka mūsu VDD tik ātri reaģēja.
Kā teikt valdība atsevišķi. Un sabiedrība pati kopā ar VDD sargā valsti.",-1,grozies gribi nav kas kārtībā mūsu ārlietām piemēram tāds tips brēmanis tur strādāt labi mūsu vdd ātri reaģēja teikt valdība atsevišķi sabiedrība pati kopā vdd sargā valsti
"Traģiski. Ne velti saka, ka valdība un parlaments ir tautas spogulis. Tā arī ir. Tas, ko mēs tur redzam, ir 😬.",-1,traģiski velti saka valdība parlaments tautas spogulis tas ko mēs tur redzam
"Stepaņenko (SV) par varas teroru pret pedagogiem, kur varas elementi sludina demagoģiju, piem.,ģimenes galva (valdība) teic, ka lai visam pietiktu (algas pedagogiem), kāds jāizdzen no mājas, ka bērniem jāpārdod savas rotaļlietas, kamēr ģim.galva (valdība) pērk sev luksusa mantas.",-1,stepaņenko sv varas teroru pedagogiem kur varas elementi sludina demagoģiju piem ģimenes galva valdība teic visam pietiktu algas pedagogiem kāds jāizdzen mājas bērniem jāpārdod savas rotaļlietas ģim galva valdība pērk sev luksusa mantas
"Tas ir JV un Progresīvo pasūtījums viņu apkalpotājiem - sabiedriskajiem medijiem.
Ja JV nebūtu pievākusi nelegāli Latvijas medijus, tad arī nekad nebūtu tik daudz balsu Saeimā. Jo JV ir izgāzušies jau sen, kā vecas sētas. Skandāls pēc skandāla gan iepriekšējā, gan šajā valdībā",-1,tas jv progresīvo pasūtījums viņu apkalpotājiem sabiedriskajiem medijiem jv nebūtu pievākusi nelegāli latvijas medijus nekad nebūtu daudz balsu saeimā jv izgāzušies sen vecas sētas skandāls skandāla iepriekšējā šajā valdībā
"Šodien Saeimā Imigrācijas likumā pastāvīgās uzturēšanās atļaujas de facto tiek pagarinātas līdz 1 gadam, pat ja nav nokārtota latviešu valodas pārbaude. Kur paliek priekšvēlēšanu solījumi labējām partijām?   

....""likumā nepieciešams noteikt garāku termiņu (līdz 1 gadam) pieteikuma izskatīšanai, šajā laikā saglabājot spēkā personām iepriekš izsniegtās pastāvīgās uzturēšanās atļaujas....""
titania.saeima.lv/LIVS14/sae…",-1,šodien saeimā imigrācijas likumā pastāvīgās uzturēšanās atļaujas de facto pagarinātas gadam nav nokārtota latviešu valodas pārbaude kur paliek priekšvēlēšanu solījumi labējām partijām likumā nepieciešams noteikt garāku termiņu gadam pieteikuma izskatīšanai šajā laikā saglabājot spēkā personām iepriekš izsniegtās pastāvīgās uzturēšanās atļaujas
"""Valdībā bijis pozitīvs vērtējums"", Ekonomikas  un Satiksmes iesaistītas . Ko lai saka - feini",-1,valdībā bijis pozitīvs vērtējums ekonomikas satiksmes iesaistītas ko saka feini
"Grūti iedomāties
Šie te sēž Saeimā  kalpo priekš vietējiem vatņikiem",-1,grūti iedomāties šie sēž saeimā kalpo vietējiem vatņikiem
"JV iepriekšējās vēlēšanās saņēma tikai 7%, jo sāka iesēsties apziņa, ka tās politikai nav sirdsapziņas, un bez kara varētu tikai minēt, vai JV vispār būtu Saeimā",-1,jv iepriekšējās vēlēšanās saņēma sāka iesēsties apziņa tās politikai nav sirdsapziņas kara varētu minēt jv vispār būtu saeimā
Saeimā paraksta saprašanās memorandu ar mērķi veicināt sabiedrības līdzdalību diskusijās par ES jautājumiem saeima.lv/lv/aktualitates/sa…,0,saeimā paraksta saprašanās memorandu mērķi veicināt sabiedrības līdzdalību diskusijās es jautājumiem
"Laikam jau gan ne Krievijas, bet Briseles stērbelē turamies. Budžets Saeimā nonāk jau apstiprināts Briselē, tāpēc balso vienu, desmit, dienas vai nebalso nemaz - rezultāts tāds pats. Un par Puškinu Brisele vēl nav pateikusi ko ar to īsti iesākt.",-1,laikam krievijas briseles stērbelē turamies budžets saeimā nonāk apstiprināts briselē balso vienu desmit dienas nebalso nemaz rezultāts tāds pats puškinu brisele vēl nav pateikusi ko to īsti iesākt
"Daudziem šī svinēšana saistās ar krievu okupāciju.

Tie bija okupantu svētki gan 90tajos, gan vēlāk. Līdz beidzot krievi Saeimā, piesaistot ZZS balsis, panāca, ka ar mainītu nosaukumu tiek atjaunoti PSRS svētki.

Minimāla cieņa pret okupācijas upuriem - tas nav daudz prasīts.",-1,daudziem šī svinēšana saistās krievu okupāciju tie okupantu svētki tajos vēlāk beidzot krievi saeimā piesaistot zzs balsis panāca mainītu nosaukumu atjaunoti psrs svētki minimāla cieņa okupācijas upuriem tas nav daudz prasīts
"Biju Saeimā 1,5 gadus. Pietiekami, lai neskaitāmas reizes redzētu, ka opozīcija ir gatava parakstīt jebkuru mēslu, jebkuru spekulāciju - ka tikai sanāk izbļaustīšanās un iemesls filmēties debatēs. 95% destrukcijas un emocionāla ālēšanās.",-1,saeimā gadus pietiekami neskaitāmas reizes redzētu opozīcija gatava parakstīt jebkuru mēslu jebkuru spekulāciju sanāk izbļaustīšanās iemesls filmēties debatēs destrukcijas emocionāla ālēšanās
"Rudenī  klusi un mierīgi ""Karību krīze"" bija Saeimā. Latvija bija viena balsojuma attālumā no situācijas , kur roslikov (SS) varētu kļūt par prezidentu, jo Saeimas priekšsēdētājs var kļūt par prezidenta p.i. - tātad armijas virspavèlnieku....
 Principā šahs un mats.",-1,rudenī klusi mierīgi karību krīze saeimā latvija viena balsojuma attālumā situācijas kur roslikov ss varētu prezidentu saeimas priekšsēdētājs prezidenta p i tātad armijas virspavèlnieku principā šahs mats
"Saeima var arī neko nepieņemt. Manuprāt, tā pat būtu labāk, nekā kompromisos izveidot kaut kādu juridisko frankenšteinu, ko pēc katra jauna Satversmes tiesas sprieduma būs jālabo. Trīs gados ar tiesu praksi varētu labākus rezultātus sasniegt.",-1,saeima neko nepieņemt manuprāt būtu labāk kompromisos izveidot kādu juridisko frankenšteinu ko katra jauna satversmes tiesas sprieduma jālabo trīs gados tiesu praksi varētu labākus rezultātus sasniegt
